,사업장명,업태구분명,인허가일자,영업상태명,폐업일자,소재지전체주소,시설총규모
3614,잔치마당,한식,20081210,영업/정상,,대전광역시 서구 도마동 97-10번지,38.84
3638,군산식당,한식,20170406,영업/정상,,대전광역시 서구 도마동 142-21번지,30.64
3658,파닭나라닭강정,한식,20080110,영업/정상,,대전광역시 서구 도마동 143-14번지,44.04
3676,봇또랑,한식,20100709,영업/정상,,대전광역시 서구 도마동 69-4번지,77.49
3679,로충칭마라탕 도마동점,호프/통닭,20170223,영업/정상,,대전광역시 서구 도마동 25-8번지,80.65
3694,수정자갈치꼼장어(배재대점),횟집,20090410,영업/정상,,대전광역시 서구 도마동 34-5 (1층),31.82
3720,백마강숯불민물장어,한식,20090521,영업/정상,,대전광역시 서구 변동 71-6번지 외3필지 (1층),585.68
3744,숯불에구워구워,식육(숯불구이),20080429,영업/정상,,대전광역시 서구 도마동 40-21번지 1층,25.51
3748,안가네웰빙건강비빔밥,한식,20170414,영업/정상,,대전광역시 서구 도마동 134-83번지,90.4
3773,하륜일만족발 대전도마점,식육(숯불구이),20170512,영업/정상,,대전광역시 서구 도마동 69-6번지,23.11
3797,진안식당,한식,20090728,영업/정상,,대전광역시 서구 도마동 15-2번지 (도마스토아 103호),15.17
3891,알찬동태,한식,20080310,영업/정상,,대전광역시 서구 변동 6-1 1층,52.57
3897,착한오빠들,한식,20170315,영업/정상,,대전광역시 서구 도마동 112-13번지,59.33
3900,제그,경양식,20090723,영업/정상,,대전광역시 서구 도마동 39-4번지 1층,32.0
3902,봉순이네,한식,20090724,영업/정상,,대전광역시 서구 변동 21-27번지,53.87
3910,빈대떡신사,기타,20090804,영업/정상,,대전광역시 서구 변동 33-28번지 (1층),13.96
3944,목포홍어집,회집,20090904,영업/정상,,대전광역시 서구 변동 24-24번지,91.35
3955,하나로식당,한식,20090908,영업/정상,,대전광역시 서구 도마동 89-26번지 1층,14.75
3965,바로김밥,분식,20080924,영업/정상,,대전광역시 서구 도마동 330-20번지 (1층),39.39
3985,복덕얼큰이칼국수,통닭(치킨),20080530,영업/정상,,대전광역시 서구 도마동 128-93번지 1층,65.52
3997,하꼬호꼬,분식,20071204,영업/정상,,대전광역시 서구 도마동 25번지 (1층),42.0
4006,향토식당,한식,20091030,영업/정상,,대전광역시 서구 변동 33-31번지 (1층),44.85
4038,우리동네고기집,식육(숯불구이),20091215,영업/정상,,대전광역시 서구 도마동 89-22번지 1층,105.92
4052,빠니아니,패스트푸드,20090909,영업/정상,,대전광역시 서구 도마동 49-6번지 (1층),27.68
4074,백제갈비,한식,20090218,영업/정상,,대전광역시 서구 도마동 123-10번지 1층,69.42
4076,팔팔오리,한식,20081001,영업/정상,,대전광역시 서구 도마동 565-60번지 (1층),151.75
4151,길모퉁이팡세,한식,20150326,영업/정상,,대전광역시 서구 도마동 148-20번지 1층일부,35.89
4158,대성순대,식육(숯불구이),20091224,영업/정상,,대전광역시 서구 변동 79-23번지 (1층),52.48
4162,도마동짬뽕집,분식,20150331,영업/정상,,대전광역시 서구 도마동 15-2번지 120호,35.28
4173,번개등뼈해장국,한식,20100106,영업/정상,,대전광역시 서구 도마동 49-7번지,101.28
4193,새마을한우,한식,20090929,영업/정상,,대전광역시 서구 도마동 142-5번지,130.79
4200,수라수라,기타,20090226,영업/정상,,대전광역시 서구 도마동 49-12번지 지하1층,104.56
4209,도마동새마을식당,한식,20090227,영업/정상,,대전광역시 서구 도마동 49-20번지,72.57
4312,민자네,한식,20091016,영업/정상,,대전광역시 서구 변동 252-1번지 (1층),23.94
4352,동해해장국전문점,한식,20130411,영업/정상,,대전광역시 서구 도마동 97-3번지 1층,53.64
4468,원조연산순대,식육(숯불구이),20020507,영업/정상,,대전광역시 서구 도마동 90-33번지,75.49
4479,속푸리해장국,통닭(치킨),20130515,영업/정상,,대전광역시 서구 변동 56-8번지 1층,45.03
4487,넉넉하고행복한이모네식당,한식,20130627,영업/정상,,대전광역시 서구 도마동 122-18번지 1층,49.4
4489,우리두리칼국수,한식,20130701,영업/정상,,대전광역시 서구 도마동 89-15번지 1층,28.07
4539,행복한족발,한식,20130604,영업/정상,,대전광역시 서구 도마동 24-7번지 1층,44.64
4575,드림,호프/통닭,20131108,영업/정상,,대전광역시 서구 변동 49-10번지 1층,43.64
4577,푸드스토리,호프/통닭,20131113,영업/정상,,대전광역시 서구 변동 73-61번지 1층,22.03
4600,티바두마리치킨,통닭(치킨),20130524,영업/정상,,대전광역시 서구 도마동 85-5번지 1층,40.38
4605,피자헛도마2호점,패스트푸드,20130614,영업/정상,,대전광역시 서구 도마동 90-36번지 1층,84.73
4606,자연밥상,한식,20130704,영업/정상,,대전광역시 서구 도마동 81-25번지 1층,100.7
4614,어우동포차,한식,20130805,영업/정상,,대전광역시 서구 변동 33-26번지 1층,48.41
4615,대흥치킨,호프/통닭,20130808,영업/정상,,대전광역시 서구 도마동 334-14 1층,44.35
4648,소풍7080라이브,호프/통닭,20130604,영업/정상,,대전광역시 서구 변동 73-13번지 지하1층,109.51
4655,미사리초계국수지짐이,한식,20130617,영업/정상,,대전광역시 서구 변동 38-6번지 1층,60.68
4691,옐로우,호프/통닭,20141031,영업/정상,,대전광역시 서구 도마동 90-1번지 1층,25.4
4702,마니아,호프/통닭,20141110,영업/정상,,대전광역시 서구 변동 62-46번지 지하1층,138.96
4712,친구네분식,한식,20140207,영업/정상,,대전광역시 서구 도마동 110-20번지,27.36
4734,소문난칼국수,한식,20130906,영업/정상,,대전광역시 서구 도마동 86-56번지 1층,44.06
4785,백반부페,뷔페식,20140701,영업/정상,,대전광역시 서구 도마동 14-4 1층,165.12
4791,오늘통닭도마점,통닭(치킨),20130821,영업/정상,,대전광역시 서구 도마동 50-31번지 1층,38.51
4807,홍식이돈가스무한리필,분식,20130927,영업/정상,,대전광역시 서구 도마동 133-16번지,26.0
4838,덜렁이포차,호프/통닭,20141112,영업/정상,,대전광역시 서구 도마동 123-1번지 1층,16.83
4840,피자알볼로(도마점),분식,20141117,영업/정상,,대전광역시 서구 도마동 174-7번지,0.0
4854,짱구실내마차,한식,20140731,영업/정상,,대전광역시 서구 도마동 47-26번지 1층,18.01
4867,라임출장부페,출장조리,20131011,영업/정상,,대전광역시 서구 변동 44-39,114.99
4869,브라운,까페,20131011,영업/정상,,대전광역시 서구 도마동 89-25번지 1층,55.01
4924,e편한한식뷔페,중국식,20141128,영업/정상,,대전광역시 서구 도마동 181-9번지 1층,113.3
4936,행컵배재대점,분식,20140811,영업/정상,,대전광역시 서구 도마동 26-9번지 1층,41.04
4971,복돈오리,식육(숯불구이),20140402,영업/정상,,대전광역시 서구 변동 72-1번지 지하1층,181.02
5020,불닭스토리,식육(숯불구이),20150312,영업/정상,,대전광역시 서구 변동 73-61번지,38.31
5021,간난이모네,한식,20150313,영업/정상,,대전광역시 서구 도마동 40-7번지 1층일부,14.0
5022,이모네오시오,한식,20150313,영업/정상,,대전광역시 서구 변동 65-29번지 1층일부,20.98
5030,오매불떡,분식,20150317,영업/정상,,대전광역시 서구 도마동 188-10번지 1층,37.62
5046,나라장어,일식,20141209,영업/정상,,대전광역시 서구 변동 49-39번지 1층사동,57.3
5057,옥수숯불구이,한식,20140715,영업/정상,,대전광역시 서구 변동 73-34번지 1층,468.12
5058,영구스까사맘피자 도마점,분식,20140715,영업/정상,,대전광역시 서구 변동 61-7번지 1층,38.4
5064,닥시쿄,호프/통닭,20140820,영업/정상,,대전광역시 서구 도마동 109-5번지 1층,17.8
5071,델리랩수제버거 도마점,기타,20140324,영업/정상,,대전광역시 서구 도마동 174-3 1층,32.0
5135,비에이치씨 배재점,분식,20140829,영업/정상,,대전광역시 서구 도마동 100-19번지 1층,23.6
5136,준이네,한식,20140919,영업/정상,,대전광역시 서구 변동 47-9번지 1층일부,38.6
5139,호야네밥상,분식,20140924,영업/정상,,대전광역시 서구 도마동 15-1번지 105호106호,35.28
5184,행아웃,호프/통닭,20141013,영업/정상,,대전광역시 서구 도마동 25-4번지 지하1층,50.28
5190,빅스타피자,패스트푸드,20140930,영업/정상,,대전광역시 서구 도마동 114-19번지 1층,31.4
5191,찌개백반,한식,20141001,영업/정상,,대전광역시 서구 도마동 144-37번지 1층,54.9
5364,뚝배기한식,한식,20130327,영업/정상,,대전광역시 서구 변동 47-1번지 1층,40.04
5396,유가네냉면,한식,20050127,영업/정상,,대전광역시 서구 변동 42-40번지 1층,36.96
5397,진미기사식당,한식,20051121,영업/정상,,대전광역시 서구 도마동 17-41번지,43.6
5431,주식회사 에스컨벤션,뷔페식,20050120,영업/정상,,"대전광역시 서구 변동 70-9번지 1,3,4,5,6,7층",2893.06
5445,순봉홍두깨손칼국수,분식,20040426,영업/정상,,대전광역시 서구 도마동 143-12번지 1층,78.14
5448,팔팔회마차,회집,19990201,영업/정상,,대전광역시 서구 변동 34-8번지,84.48
5487,카스광장,호프/통닭,20051129,영업/정상,,대전광역시 서구 변동 7-17번지 2층,42.63
5492,서가네순대식당,한식,19990201,영업/정상,,대전광역시 서구 도마동 133-20번지,15.04
5496,배재대장패,식육(숯불구이),20040430,영업/정상,,대전광역시 서구 도마동 49-22번지 1층,72.92
5521,피엠푸드배재대점,기타,20040730,영업/정상,,대전광역시 서구 도마동 211번지 경남@ 상가1층3호,31.8
5522,복순네얼큰이칼국수,분식,20050510,영업/정상,,대전광역시 서구 변동 33-31번지,43.02
5534,은혜한우생고기,한식,20050104,영업/정상,,대전광역시 서구 도마동 15-2번지 127호,63.19
5545,신불닭,호프/통닭,20040914,영업/정상,,대전광역시 서구 도마동 114-18번지 1층,59.5
5576,복녀의삼겹살,식육(숯불구이),20050503,영업/정상,,대전광역시 서구 도마동 40-12번지 1층,47.18
5593,호영식당,한식,20051221,영업/정상,,대전광역시 서구 변동 1-22번지 3호 1층,50.92
5645,본죽도마점,한식,20050106,영업/정상,,대전광역시 서구 도마동 25-3번지 1층,39.65
5695,우래정,한식,20050603,영업/정상,,대전광역시 서구 도마동 89-8번지 1층,94.3
5697,종로맥가1,호프/통닭,20050610,영업/정상,,대전광역시 서구 도마동 40-5번지 1층,51.07
5731,교원파닭,통닭(치킨),20111014,영업/정상,,대전광역시 서구 도마동 35-27번지 (1층),28.14
5768,배터지는혜자식당,분식,20050622,영업/정상,,대전광역시 서구 도마동 155-2번지 1층,25.15
5774,유디씨(UDC),호프/통닭,20060522,영업/정상,,대전광역시 서구 도마동 49-11번지,35.32
5799,올떡배재대점,분식,20111031,영업/정상,,대전광역시 서구 도마동 25-3번지 1층,36.1
5811,올드팝,호프/통닭,20141013,영업/정상,,대전광역시 서구 도마동 97-6번지 지하1층,143.04
5829,수채화,한식,19981210,영업/정상,,대전광역시 서구 도마동 88-17번지,30.24
5835,군산아구찜,한식,20120511,영업/정상,,대전광역시 서구 도마동 146-29번지 1층,83.19
5867,엘에이김밥 배재대점,분식,19981224,영업/정상,,대전광역시 서구 도마동 34-5번지,25.2
5875,라임호프,호프/통닭,20120607,영업/정상,,대전광역시 서구 도마동 24-6번지 2층,109.52
5885,자매생삼겹,식육(숯불구이),20040513,영업/정상,,대전광역시 서구 변동 34-28번지 1층,65.49
5891,투다리미소점,호프/통닭,20040515,영업/정상,,대전광역시 서구 도마동 128-5번지 1층,37.71
5900,신수원숯불갈비식당,식육(숯불구이),19981217,영업/정상,,대전광역시 서구 도마동 180-12번지,74.19
5914,명가대패삼겹살,한식,20111209,영업/정상,,대전광역시 서구 도마동 127-14번지,62.5
5926,대관령양푼이동태찌개,한식,20060118,영업/정상,,대전광역시 서구 변동 43-9번지 1층,312.93
5934,서민순대,한식,20040531,영업/정상,,대전광역시 서구 도마동 70-33번지 1층,80.79
5935,뮤직뱅크,호프/통닭,20040531,영업/정상,,대전광역시 서구 변동 13-2번지,90.12
5970,쌈꾼,한식,20120116,영업/정상,,대전광역시 서구 변동 43-9번지 1층,222.73
5978,한누리식당,한식,20070327,영업/정상,,대전광역시 서구 도마동 107-9번지 1층,39.6
6005,가마솥 개장국,한식,20040604,영업/정상,,대전광역시 서구 변동 72-4번지 1층,75.56
6008,아이엠짜장,호프/통닭,20040625,영업/정상,,대전광역시 서구 도마동 565-50번지 1층,45.91
6014,옻벗은닭한마리,탕류(보신용),20040407,영업/정상,,대전광역시 서구 도마동 124-26번지,31.58
6017,전이야기,기타,20040410,영업/정상,,대전광역시 서구 도마동 34-29번지 1층,41.97
6025,토담한식뷔페,뷔페식,20120718,영업/정상,,대전광역시 서구 변동 70-9번지 1층,447.0
6034,바사칸,분식,20120201,영업/정상,,대전광역시 서구 도마동 49-7번지 2층,54.79
6036,웨스턴,까페,20120206,영업/정상,,대전광역시 서구 도마동 40-19번지 지하1층,60.22
6059,아라식당,뷔페식,20170914,영업/정상,,대전광역시 서구 도마동 70-34,69.03
6062,와와삼겹살,호프/통닭,20060914,영업/정상,,대전광역시 서구 도마동 176-24번지 1층,89.25
6065,롱다리치킨,통닭(치킨),20060918,영업/정상,,대전광역시 서구 도마동 176-18번지 1층,43.88
6081,뜨락&곤지암한우소머리국밥,한식,20040309,영업/정상,,대전광역시 서구 도마동 190-13번지 1층,152.68
6088,호식이두마리치킨,통닭(치킨),20040816,영업/정상,,대전광역시 서구 변동 3-6번지 1층,20.63
6093,냄비웰빙콩나물국밥,식육(숯불구이),19990102,영업/정상,,대전광역시 서구 도마동 97-3번지,43.79
6119,주막거리,한식,20040624,영업/정상,,대전광역시 서구 도마동 125-21번지 1층,52.62
6123,가마솥보리밥,한식,20040311,영업/정상,,대전광역시 서구 도마동 164-1번지 1층,62.27
6135,대왕식당,한식,19990113,영업/정상,,대전광역시 서구 도마동 172-8번지,40.12
6136,연탄석쇠불고기예다움,한식,20040820,영업/정상,,대전광역시 서구 도마동 121-13번지,45.39
6139,갑돌갈비,식육(숯불구이),19990119,영업/정상,,대전광역시 서구 도마동 80-6번지,99.37
6159,이서방네아구복해장국,복어취급,20030528,영업/정상,,대전광역시 서구 도마동 142-26번지,20.35
57337,트리플BOX(박스),기타,20190123,영업/정상,,대전광역시 서구 변동 24-65,28.04
57528,황금식당,정종/대포집/소주방,20170104,영업/정상,,대전광역시 서구 도마동 175-14 크로바메디컬,96.96
57976,할머니곰탕,탕류(보신용),20190111,영업/정상,,대전광역시 서구 도마동 15-1번지 도마스토아,49.4
60518,들랑날랑,호프/통닭,20190308,영업/정상,,대전광역시 서구 도마동 101-29번지,22.18
62014,시골밥상이레,한식,20190225,영업/정상,,대전광역시 서구 도마동 184-15번지,80.43
62016,타미띠에커피,기타,20190225,영업/정상,,대전광역시 서구 도마동 124-7번지,83.72
62323,촌댁맥주 배재대점,호프/통닭,20190201,영업/정상,,대전광역시 서구 도마동 29-32번지,221.76
63875,더바스켓 도마점,기타,20190327,영업/정상,,대전광역시 서구 도마동 50-29번지,30.29
63877,델리랩수제버거 도마점,경양식,20190327,영업/정상,,대전광역시 서구 도마동 188-1번지,73.0
64466,봄초밥여름소바,일식,20190306,영업/정상,,대전광역시 서구 도마동 191-7번지,379.93
68351,나드리김밥,김밥(도시락),19960309,영업/정상,,대전광역시 서구 도마동 25-1번지,38.56
68354,PC뱅크 라면전문점,기타,20100825,영업/정상,,대전광역시 서구 변동 21-4번지 2층,9.26
68369,족쟁이,식육(숯불구이),20050909,영업/정상,,대전광역시 서구 도마동 153-14 1층,50.4
68382,명지식당,한식,19950929,영업/정상,,대전광역시 서구 변동 7-8번지,63.45
68433,한솥도시락 배재대앞점,김밥(도시락),19950929,영업/정상,,대전광역시 서구 도마동 25-1번지,26.86
68457,최가네칼국수,한식,20100903,영업/정상,,대전광역시 서구 도마동 30-50번지 (1층),66.21
68468,맛집,한식,20010928,영업/정상,,대전광역시 서구 변동 27-7번지,31.52
68475,토종순대족발,통닭(치킨),19960518,영업/정상,,대전광역시 서구 변동 12-42번지,47.36
68482,이정표 식당,호프/통닭,19951010,영업/정상,,대전광역시 서구 도마동 86-101번지,26.01
68539,먹태집,호프/통닭,20100914,영업/정상,,대전광역시 서구 도마동 40-11 (1층),41.95
68547,공주칼국수 식당,기타,19960903,영업/정상,,대전광역시 서구 변동 41-6번지,27.97
68605,다사랑,호프/통닭,19960910,영업/정상,,대전광역시 서구 도마동 50-12번지 2층,96.2
68608,오떡순떡볶기,분식,20100930,영업/정상,,대전광역시 서구 도마동 109-13번지 (1층),30.99
68617,도마칼국수,분식,20011017,영업/정상,,대전광역시 서구 도마동 125-25번지 1층,32.12
68623,아줌마네식당,한식,20010817,영업/정상,,대전광역시 서구 도마동 330-20번지,27.96
68628,대학로옛날순대,한식,19960129,영업/정상,,대전광역시 서구 도마동 25-8번지,19.27
68629,도희성식당,한식,20051010,영업/정상,,대전광역시 서구 변동 30-14번지,100.76
68636,홍운장식당,한식,19910912,영업/정상,,대전광역시 서구 도마동 106-26번지,63.14
68655,배재촌삼겹살,호프/통닭,20011116,영업/정상,,대전광역시 서구 도마동 120-12번지,62.12
68681,돈주면돼지,식육(숯불구이),19960201,영업/정상,,대전광역시 서구 변동 42-1번지,85.25
68682,원차이나앤설악칡냉면,중국식,20051014,영업/정상,,대전광역시 서구 도마동 109-26번지 1층,49.5
68684,윤식당,탕류(보신용),19910914,영업/정상,,대전광역시 서구 변동 34-38번지 1층,39.58
68707,3000냥해장국,한식,20011121,영업/정상,,대전광역시 서구 도마동 129-32번지 1층,31.12
68739,배터지는생돈까스,경양식,20030304,영업/정상,,대전광역시 서구 도마동 35-8번지,26.69
68805,아리랑해장국식당,한식,19941129,영업/정상,,대전광역시 서구 도마동 99-27번지,13.97
68831,또또분식식당,분식,19941117,영업/정상,,대전광역시 서구 변동 41-22번지,16.92
68832,늘봄유기농우렁쌈밥,한식,19950817,영업/정상,,대전광역시 서구 도마동 358-5번지,69.35
68853,물방아 식당,한식,19951123,영업/정상,,대전광역시 서구 변동 71-54번지,26.61
68859,왕촌영양식당,한식,19950830,영업/정상,,대전광역시 서구 변동 71-52번지,17.09
68860,대대로감자탕.족발도마점,한식,19950905,영업/정상,,대전광역시 서구 도마동 178-77번지 1층,80.58
68885,술술포차,호프/통닭,20050808,영업/정상,,대전광역시 서구 변동 31-36번지 1층,35.43
68888,대구아구찜,한식,20010705,영업/정상,,대전광역시 서구 변동 7-15번지,52.14
68891,연우수산회 도매센터,회집,19951129,영업/정상,,대전광역시 서구 도마동 87-8번지,22.51
68895,도솔돌구이,식육(숯불구이),20010707,영업/정상,,대전광역시 서구 도마동 23-2번지,94.88
68919,난타,호프/통닭,20010627,영업/정상,,대전광역시 서구 변동 11-8번지,123.16
68923,황금 식당,한식,20000711,영업/정상,,대전광역시 서구 변동 7-40번지,23.98
68940,뉴쉐인,호프/통닭,20010724,영업/정상,,대전광역시 서구 변동 31-13번지,93.97
68970,을왕리조개손칼국수,한식,20010711,영업/정상,,대전광역시 서구 도마동 209-2번지,101.64
68981,블루하우스,한식,20050908,영업/정상,,대전광역시 서구 도마동 90-35번지 2층,48.0
69231,토속돌구이,식육(숯불구이),19811030,영업/정상,,대전광역시 서구 도마동 174-3번지,92.45
69240,광성루,중국식,19850626,영업/정상,,대전광역시 서구 도마동 129-36번지,16.44
69241,동양식당,한식,19850710,영업/정상,,대전광역시 서구 도마동 61-5번지,58.4
69310,곤드레밥상곤드레추어탕,한식,19930621,영업/정상,,대전광역시 서구 도마동 16-49번지 1층,70.42
69315,대화장,중국식,19840607,영업/정상,,대전광역시 서구 도마동 101-3번지,32.35
69317,한마음면옥식당,한식,19860810,영업/정상,,대전광역시 서구 도마동 101-6번지,247.8
69404,롱다리치킨,한식,19911125,영업/정상,,대전광역시 서구 도마동 127-36번지,46.0
69406,대성콩국수,한식,19850207,영업/정상,,대전광역시 서구 도마동 67-36번지,270.12
69407,초원분식식당,분식,19911207,영업/정상,,대전광역시 서구 도마동 155-2번지,21.99
69409,투다리(도마점),호프/통닭,19851104,영업/정상,,대전광역시 서구 도마동 174-1번지,21.46
69410,돈수원갈비,식육(숯불구이),19851115,영업/정상,,대전광역시 서구 도마동 100-15번지,94.86
69411,오복식당,한식,19860307,영업/정상,,대전광역시 서구 도마동 91-6번지,17.41
69424,금산삼계탕,한식,19940127,영업/정상,,대전광역시 서구 도마동 46-14번지,56.09
69427,쉐인,호프/통닭,19950222,영업/정상,,대전광역시 서구 변동 252-42번지,86.81
69433,투다리변동제일점식당,호프/통닭,19940309,영업/정상,,대전광역시 서구 변동 21-4번지,28.93
69467,화이트,호프/통닭,19930618,영업/정상,,대전광역시 서구 도마동 89-13번지 1층,26.4
69484,곱빼기,한식,20031219,영업/정상,,대전광역시 서구 도마동 40-17번지 1층,27.82
69498,놀이터,통닭(치킨),19940322,영업/정상,,대전광역시 서구 도마동 26-8번지,107.52
69500,두가집,한식,19940325,영업/정상,,대전광역시 서구 변동 49-1번지,42.95
69567,B.B.Q치킨,통닭(치킨),19940607,영업/정상,,대전광역시 서구 도마동 109-26번지,18.62
69592,껌뻑밀냉면,식육(숯불구이),20000609,영업/정상,,대전광역시 서구 도마동 172-34번지,117.03
69593,홍탁전문점,한식,20000609,영업/정상,,대전광역시 서구 도마동 89-21번지,19.33
69604,행복식당,한식,20000422,영업/정상,,대전광역시 서구 도마동 171-58번지,68.15
69675,북경대반점,중국식,19870609,영업/정상,,대전광역시 서구 도마동 67-1번지,36.61
69677,풍년식당,한식,19880422,영업/정상,,대전광역시 서구 도마동 143-7번지,30.24
69679,맛촌생고기,식육(숯불구이),19891120,영업/정상,,대전광역시 서구 도마동 163-4번지,22.04
69680,대박고기촌,식육(숯불구이),19891130,영업/정상,,대전광역시 서구 변동 13-1번지,43.23
69732,경남성,중국식,19880921,영업/정상,,대전광역시 서구 도마동 193번지 경남상가 2층 211호,46.2
69735,오아시스,호프/통닭,19890322,영업/정상,,대전광역시 서구 도마동 26-8번지,91.12
69736,이모네감자탕,한식,19890418,영업/정상,,대전광역시 서구 도마동 34-44번지,49.46
69737,민기네잔치국수,한식,19900226,영업/정상,,대전광역시 서구 도마동 128-49번지,78.37
69740,신정육식당,식육(숯불구이),19890519,영업/정상,,대전광역시 서구 변동 49-14번지,33.57
69748,고기먹기좋은날,식육(숯불구이),19950604,영업/정상,,대전광역시 서구 도마동 47-11번지 1층,53.2
69752,엄마밥상,한식,19950613,영업/정상,,대전광역시 서구 도마동 129-1,29.45
69757,지코바치킨,통닭(치킨),19940721,영업/정상,,대전광역시 서구 도마동 157-1번지,36.97
